"RXCUI","DRUG_DESCRIPTION","VOCABULARY","CODE","INDICATION_DESCRIPTION"
376,"corticotropin","ICD10CM","N04.9","Nephrotic syndrome with unspecified morphologic changes"
376,"corticotropin","ICD10CM","P90","Convulsions of newborn"
376,"corticotropin","ICD10CM","R56.9","Unspecified convulsions"
376,"corticotropin","ICD10CM","T80.6","Intoxication by serum"
376,"corticotropin","ICD10CM","T80.61","Other serum reaction due to administration of blood and blood products"
376,"corticotropin","ICD10CM","T80.69","Other serum reaction due to other serum"
376,"corticotropin","ICD9CM","135","Sarcoidosis"
376,"corticotropin","ICD9CM","340","Multiple sclerosis"
376,"corticotropin","ICD9CM","345.6","Infantile spasms"
376,"corticotropin","ICD9CM","345.60","Infantile spasms, without mention of intractable epilepsy"
376,"corticotropin","ICD9CM","345.9","Epilepsy, unspecified"
376,"corticotropin","ICD9CM","348.89","Other conditions of brain"
376,"corticotropin","ICD9CM","360.12","Panuveitis"
376,"corticotropin","ICD9CM","364","Disorders of iris and ciliary body"
376,"corticotropin","ICD9CM","364.3","Unspecified iridocyclitis"
376,"corticotropin","ICD9CM","364.9","Unspecified disorder of iris and ciliary body"
376,"corticotropin","ICD9CM","377.3","Optic neuritis"
376,"corticotropin","ICD9CM","377.30","Optic neuritis NOS"
376,"corticotropin","ICD9CM","581","Nephrotic syndrome"
376,"corticotropin","ICD9CM","581.9","Nephrotic syndrome with unspecified pathological lesion in kidney"
376,"corticotropin","ICD9CM","695.1","Erythema multiforme"
376,"corticotropin","ICD9CM","695.10","Erythema multiforme NOS"
376,"corticotropin","ICD9CM","695.13","Stevens-Johnson syndrome"
376,"corticotropin","ICD9CM","695.15","Toxic epidrml necrolysis"
376,"corticotropin","ICD9CM","710","Diffuse diseases of connective tissue"
376,"corticotropin","ICD9CM","710.0","Syst lupus erythematosus"
376,"corticotropin","ICD9CM","710.9","Unspecified diffuse connective tissue disease"
376,"corticotropin","ICD9CM","729.0","Rheumatism, unspecified and fibrositis"
376,"corticotropin","ICD9CM","780-789.99","SYMPTOMS"
376,"corticotropin","ICD9CM","780.39","Other convulsions"
376,"corticotropin","ICD9CM","999.5","Other serum reaction, not elsewhere classified"
430,"albendazole","ICD10CM","A07.1","Giardiasis [lambliasis]"
430,"albendazole","ICD10CM","B65-B83","Helminthiases (B65-B83)"
430,"albendazole","ICD10CM","B66.0","Opisthorchiasis"
430,"albendazole","ICD10CM","B66.1","Chinese liver fluke disease"
430,"albendazole","ICD10CM","B67","Echinococcosis"
430,"albendazole","ICD10CM","B67.90","Echinococcosis NOS"
430,"albendazole","ICD10CM","B69.0","Cysticercosis of central nervous system"
430,"albendazole","ICD10CM","B71.0","Hymenolepiasis"
430,"albendazole","ICD10CM","B76.0","Ancylostomiasis"
430,"albendazole","ICD10CM","B76.1","Necatoriasis"
430,"albendazole","ICD10CM","B79","Trichuriasis"
430,"albendazole","ICD10CM","B80","Enterobiasis"
430,"albendazole","ICD10CM","B83.0","Toxocariasis"
430,"albendazole","ICD10CM","B83.9","Helminthiasis, unspecified"
430,"albendazole","ICD10CM","B99.9","Unspecified infectious disease"
430,"albendazole","ICD10CM","F02.80","Dementia in other diseases classified elsewhere without behavioral disturbance"
430,"albendazole","ICD10CM","H44.19","Other endophthalmitis"
430,"albendazole","ICD10CM","K74.5","Biliary cirrhosis, unspecified"
430,"albendazole","ICD10CM","L98.9","Disorder of the skin and subcutaneous tissue, unspecified"
430,"albendazole","ICD10CM","P83.9","Condition of the integument specific to newborn, unspecified"
430,"albendazole","ICD9CM","007.1","Giardiasis"
430,"albendazole","ICD9CM","120-129.99","HELMINTHIASES"
430,"albendazole","ICD9CM","121.0","Opisthorchiasis"
430,"albendazole","ICD9CM","121.1","Clonorchiasis"
430,"albendazole","ICD9CM","121.9","Trematode infection, unspecified"
430,"albendazole","ICD9CM","122","Echinococcosis"
430,"albendazole","ICD9CM","122.9","Echinococcosis, other and unspecified"
430,"albendazole","ICD9CM","123.6","Hymenolepiasis"
430,"albendazole","ICD9CM","123.9","Cestode infection NOS"
430,"albendazole","ICD9CM","126.0","Ancylostomiasis due to ancylostoma duodenale"
430,"albendazole","ICD9CM","126.9","Ancylostomiasis and necatoriasis, unspecified"
430,"albendazole","ICD9CM","127.3","Trichuriasis"
430,"albendazole","ICD9CM","127.4","Enterobiasis"
430,"albendazole","ICD9CM","128.0","Toxocariasis"
430,"albendazole","ICD9CM","128.9","Helminth infection, unspecified"
430,"albendazole","ICD9CM","349.89","Other specified disorders of nervous system"
435,"albuterol","ICD10CM","J21.9","Acute bronchiolitis, unspecified"
435,"albuterol","ICD10CM","J42","Chronic bronchitis NOS"
435,"albuterol","ICD10CM","J44.9","Chronic obstructive airway disease NOS"
435,"albuterol","ICD10CM","J45","Asthma"
435,"albuterol","ICD10CM","J45.90","Unspecified asthma"
435,"albuterol","ICD10CM","J45.901","Unspecified asthma with (acute) exacerbation"
435,"albuterol","ICD10CM","J45.909","Asthma NOS"
435,"albuterol","ICD10CM","J45.990","Exercise induced bronchospasm"
435,"albuterol","ICD10CM","J98.01","Acute bronchospasm"
435,"albuterol","ICD10CM","J98.4","Lung disease NOS"
435,"albuterol","ICD10CM","P28.89","Other specified respiratory conditions of newborn"
435,"albuterol","ICD10CM","R06.0","Dyspnea"
435,"albuterol","ICD10CM","R06.00","Dyspnea, unspecified"
435,"albuterol","ICD10CM","R06.02","Shortness of breath"
435,"albuterol","ICD9CM","460-519.99","DISEASES OF THE RESPIRATORY SYSTEM"
435,"albuterol","ICD9CM","491","Chronic bronchitis"
435,"albuterol","ICD9CM","491.9","Chronic bronchitis NOS"
435,"albuterol","ICD9CM","493","Asthma"
435,"albuterol","ICD9CM","493.81","Exercise induced bronchospasm"
435,"albuterol","ICD9CM","493.9","Asthma, unspecified"
435,"albuterol","ICD9CM","496","Chronic airway obstruction, not elsewhere classified"
435,"albuterol","ICD9CM","518.89","Other diseases of lung, not elsewhere classified"
435,"albuterol","ICD9CM","519.9","Unspecified disease of respiratory system"
435,"albuterol","ICD9CM","780-789.99","SYMPTOMS"
435,"albuterol","ICD9CM","786.05","Shortness of breath"
435,"albuterol","ICD9CM","786.09","Other respiratory abnormalities"
435,"albuterol","ICD9CM","V12.60","Personal history of unspecified disease of respiratory system"
448,"ethanol","ICD10CM","G90.50","Complex regional pain syndrome I, unspecified"
480,"alfentanil","ICD10CM","R52","Pain NOS"
480,"alfentanil","ICD9CM","338-338.99","PAIN"
480,"alfentanil","ICD9CM","780.99","Other general symptoms"
508,"allantoin","ICD10CM","Q82.9","Congenital malformation of skin, unspecified"
508,"allantoin","ICD9CM","757.9","Unspecified congenital anomaly of the integument"
519,"allopurinol","ICD10CM","E79.0","Hyperuricemia without signs of inflammatory arthritis and tophaceous disease"
519,"allopurinol","ICD10CM","E88.3","Tumor lysis syndrome"
519,"allopurinol","ICD10CM","M10","Acute gout"
519,"allopurinol","ICD10CM","M10.09","Idiopathic gout, multiple sites"
519,"allopurinol","ICD10CM","M10.9","Gout NOS"
519,"allopurinol","ICD10CM","N20.0","Calculus of kidney"
519,"allopurinol","ICD10CM","R41.89","Other symptoms and signs involving cognitive functions and awareness"
519,"allopurinol","ICD10CM","R79.89","Other specified abnormal findings of blood chemistry"
519,"allopurinol","ICD9CM","274","Gout"
519,"allopurinol","ICD9CM","274.0","Gouty arthropathy"
519,"allopurinol","ICD9CM","274.00","Gouty arthropathy NOS"
519,"allopurinol","ICD9CM","274.11","Uric acid nephrolithiasis"
519,"allopurinol","ICD9CM","274.9","Gout NOS"
519,"allopurinol","ICD9CM","277.2","Other disorders of purine and pyrimidine metabolism"
519,"allopurinol","ICD9CM","277.88","Tumor lysis syndrome"
519,"allopurinol","ICD9CM","277.89","Other specified disorders of metabolism"
519,"allopurinol","ICD9CM","592","Calculus of kidney and ureter"
519,"allopurinol","ICD9CM","592.0","Calculus of kidney"
519,"allopurinol","ICD9CM","790.6","Other abnormal blood chemistry"
535,"alfa1 antitrypsin","ICD10CM","E88.01","AAT deficiency"
535,"alfa1 antitrypsin","ICD9CM","273.4","Alpha-1-antitrypsin def"
569,"eflornithine","ICD10CM","A07.9","Protozoal intestinal disease, unspecified"
569,"eflornithine","ICD10CM","B50-B64","Protozoal diseases (B50-B64)"
569,"eflornithine","ICD10CM","B56","African trypanosomiasis"
569,"eflornithine","ICD10CM","B56.0","Gambiense trypanosomiasis"
569,"eflornithine","ICD10CM","B56.1","Rhodesiense trypanosomiasis"
569,"eflornithine","ICD10CM","B56.9","African trypanosomiasis, unspecified"
569,"eflornithine","ICD10CM","B64","Unspecified protozoal disease"
569,"eflornithine","ICD10CM","G02","Meningitis in other infectious and parasitic diseases classified elsewhere"
569,"eflornithine","ICD10CM","G05.3","Encephalitis and encephalomyelitis in diseases classified elsewhere"
569,"eflornithine","ICD10CM","L68","Hypertrichosis"
569,"eflornithine","ICD10CM","L68.2","Localized hypertrichosis"
569,"eflornithine","ICD10CM","L68.3","Polytrichia"
569,"eflornithine","ICD10CM","L68.9","Hypertrichosis, unspecified"
569,"eflornithine","ICD9CM","007.9","Unspecified protozoal intestinal disease"
569,"eflornithine","ICD9CM","086","Trypanosomiasis"
569,"eflornithine","ICD9CM","086.5","African trypanosoma NOS"
569,"eflornithine","ICD9CM","086.9","Trypanosomiasis NOS"
569,"eflornithine","ICD9CM","136.8","Other specified infectious and parasitic diseases"
569,"eflornithine","ICD9CM","704.1","Hirsutism"
596,"alprazolam","ICD10CM","F32.9","Depression NOS"
596,"alprazolam","ICD10CM","F34.1","Depressive neurosis"
596,"alprazolam","ICD10CM","F40.0","Agoraphobia"
596,"alprazolam","ICD10CM","F40.00","Agoraphobia, unspecified"
596,"alprazolam","ICD10CM","F41.0","Panic attack"
596,"alprazolam","ICD10CM","F41.1","Anxiety neurosis"
596,"alprazolam","ICD10CM","F41.9","Anxiety disorder, unspecified"
596,"alprazolam","ICD10CM","G70.89","Other specified myoneural disorders"
596,"alprazolam","ICD10CM","P78.3","Noninfective neonatal diarrhea"
596,"alprazolam","ICD10CM","P92.09","Other vomiting of newborn"
596,"alprazolam","ICD10CM","R11.10","Vomiting NOS"
596,"alprazolam","ICD10CM","R19.7","Diarrhea NOS"
596,"alprazolam","ICD10CM","R45.89","Other symptoms and signs involving emotional state"
596,"alprazolam","ICD9CM","300.01","Panic disorder without agoraphobia"
596,"alprazolam","ICD9CM","300.2","Phobic disorders"
596,"alprazolam","ICD9CM","300.20","Phobia NOS"
596,"alprazolam","ICD9CM","300.21","Agoraphobia with panic disorder"
596,"alprazolam","ICD9CM","300.4","Dysthymic disorder"
596,"alprazolam","ICD9CM","300.5","Neurasthenia"
596,"alprazolam","ICD9CM","311","Depressive disorder, not elsewhere classified"
598,"alprostadil","ICD10CM","F52.21","Erectile disorder"
598,"alprostadil","ICD10CM","I27.20","Pulmonary hypertension NOS"
598,"alprostadil","ICD10CM","I37.0","Nonrheumatic pulmonary valve stenosis"
598,"alprostadil","ICD10CM","M31.4","Aortic arch syndrome [Takayasu]"
598,"alprostadil","ICD10CM","N52","Male erectile dysfunction"
598,"alprostadil","ICD10CM","N52.9","Impotence NOS"
598,"alprostadil","ICD10CM","P29.30","Pulmonary hypertension of newborn"
598,"alprostadil","ICD10CM","Q21.3","Tetralogy of Fallot"
598,"alprostadil","ICD10CM","Q21.8","Other congenital malformations of cardiac septa"
598,"alprostadil","ICD10CM","Q22.0","Pulmonary valve atresia"
598,"alprostadil","ICD10CM","Q22.1","Congenital pulmonary valve stenosis"
598,"alprostadil","ICD10CM","Q22.4","Congenital tricuspid stenosis"
598,"alprostadil","ICD10CM","Q23.4","Hypoplastic left heart syndrome"
598,"alprostadil","ICD10CM","Q25.0","Patent ductus arteriosus"
598,"alprostadil","ICD10CM","Q25.1","Coarctation of aorta"
598,"alprostadil","ICD9CM","302.75","Premature ejaculation"
598,"alprostadil","ICD9CM","302.76","Dyspareunia,psychogenic"
598,"alprostadil","ICD9CM","416.0","Primary pulmonary hypertension"
598,"alprostadil","ICD9CM","446.7","Takayasu s disease"
598,"alprostadil","ICD9CM","745.2","Tetralogy of fallot"
598,"alprostadil","ICD9CM","746.7","Hypoplas left heart synd"
598,"alprostadil","ICD9CM","746.89","Other specified congenital anomalies of heart"
598,"alprostadil","ICD9CM","747.0","Patent ductus arteriosus"
598,"alprostadil","ICD9CM","747.1","Coarctation of aorta"
598,"alprostadil","ICD9CM","747.10","Coarctation of aorta"
612,"aluminium hydroxide","ICD10CM","K21","Gastro-esophageal reflux disease"
612,"aluminium hydroxide","ICD10CM","K21.0","Gastro-esophageal reflux disease with esophagitis"
612,"aluminium hydroxide","ICD10CM","K21.9","Esophageal reflux NOS"
612,"aluminium hydroxide","ICD10CM","K25","Gastric ulcer"
612,"aluminium hydroxide","ICD10CM","K25.9","Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation"
612,"aluminium hydroxide","ICD10CM","K26","Duodenal ulcer"
612,"aluminium hydroxide","ICD10CM","K26.7","Chronic duodenal ulcer without hemorrhage or perforation"
612,"aluminium hydroxide","ICD10CM","K26.9","Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation"
612,"aluminium hydroxide","ICD10CM","K27.3","Acute peptic ulcer, site unspecified, without hemorrhage or perforation"
612,"aluminium hydroxide","ICD10CM","K30","Functional dyspepsia"
612,"aluminium hydroxide","ICD10CM","K44.9","Diaphragmatic hernia without obstruction or gangrene"
612,"aluminium hydroxide","ICD10CM","K92.2","Gastrointestinal hemorrhage, unspecified"
612,"aluminium hydroxide","ICD10CM","M43.6","Torticollis"
612,"aluminium hydroxide","ICD10CM","P28.4","Other apnea of newborn"
612,"aluminium hydroxide","ICD10CM","P54.3","Other neonatal gastrointestinal hemorrhage"
612,"aluminium hydroxide","ICD10CM","P78.83","Newborn esophageal reflux"
612,"aluminium hydroxide","ICD10CM","R06.81","Apnea, not elsewhere classified"
612,"aluminium hydroxide","ICD10CM","R10.13","Dyspepsia"
612,"aluminium hydroxide","ICD10CM","R10.9","Unspecified abdominal pain"
612,"aluminium hydroxide","ICD10CM","R12","Heartburn"
612,"aluminium hydroxide","ICD9CM","530.1","Esophagitis"
612,"aluminium hydroxide","ICD9CM","530.10","Esophagitis, unspecified"
612,"aluminium hydroxide","ICD9CM","530.11","Reflux esophagitis"
612,"aluminium hydroxide","ICD9CM","530.81","Esophageal reflux"
612,"aluminium hydroxide","ICD9CM","531","Gastric ulcer"
612,"aluminium hydroxide","ICD9CM","532","Duodenal ulcer"
612,"aluminium hydroxide","ICD9CM","536.8","Dyspepsia and other specified disorders of function of stomach"
612,"aluminium hydroxide","ICD9CM","578","Gastrointestinal hemorrhage"
612,"aluminium hydroxide","ICD9CM","578.9","Gastrointest hemorr NOS"
612,"aluminium hydroxide","ICD9CM","780-789.99","SYMPTOMS"
612,"aluminium hydroxide","ICD9CM","787.1","Heartburn"
620,"amantadine","ICD10CM","F79","Unspecified intellectual disabilities"
620,"amantadine","ICD10CM","G20","Paralysis agitans"
620,"amantadine","ICD10CM","G21","Secondary parkinsonism"
620,"amantadine","ICD10CM","G21.9","Secondary parkinsonism, unspecified"
620,"amantadine","ICD10CM","G24.01","Drug induced subacute dyskinesia"
620,"amantadine","ICD10CM","G24.02","Drug induced acute dystonia"
620,"amantadine","ICD10CM","G24.09","Other drug induced dystonia"
620,"amantadine","ICD10CM","G25.71","Drug induced acathisia"
620,"amantadine","ICD10CM","G90.3","Multi-system degeneration of the autonomic nervous system"
620,"amantadine","ICD10CM","J11.1","Influenza due to unidentified influenza virus with other respiratory manifestations"
620,"amantadine","ICD10CM","R29.898","Other symptoms and signs involving the musculoskeletal system"
620,"amantadine","ICD10CM","T43.505","Adverse effect of unspecified antipsychotics and neuroleptics"
620,"amantadine","ICD10CM","T50.905","Adverse effect of unspecified drugs, medicaments and biological substances"
620,"amantadine","ICD9CM","332","Parkinson's disease"
620,"amantadine","ICD9CM","332.0","Paralysis agitans"
620,"amantadine","ICD9CM","332.1","Secondary parkinsonism"
620,"amantadine","ICD9CM","333.99","Other extrapyramidal diseases and abnormal movement disorders"
620,"amantadine","ICD9CM","487","Influenza"
620,"amantadine","ICD9CM","487.1","Influenza with other respiratory manifestations"
620,"amantadine","ICD9CM","780-789.99","SYMPTOMS"
632,"mitomycin","ICD10CM","C80.1","Cancer NOS"
632,"mitomycin","ICD10CM","D49.0","Neoplasm of unspecified behavior of digestive system"
632,"mitomycin","ICD10CM","D49.4","Neoplasm of unspecified behavior of bladder"
632,"mitomycin","ICD9CM","151","Malignant neoplasm of stomach"
632,"mitomycin","ICD9CM","151.9","Malig neopl stomach NOS"
632,"mitomycin","ICD9CM","188","Malignant neoplasm of bladder"
632,"mitomycin","ICD9CM","188.9","Malignant neoplasm of bladder, part unspecified"
632,"mitomycin","ICD9CM","199.1","Other malignant neoplasm without specification of site"
632,"mitomycin","ICD9CM","239.4","Neoplasm of unspecified nature of bladder"
641,"amikacin","ICD10CM","A04.8","Other specified bacterial intestinal infections"
641,"amikacin","ICD10CM","A31.9","Mycobacterial infection, unspecified"
641,"amikacin","ICD10CM","A41.53","Sepsis due to Serratia"
641,"amikacin","ICD10CM","A41.9","Sepsis, unspecified organism"
641,"amikacin","ICD10CM","A49","Bacterial infection of unspecified site"
641,"amikacin","ICD10CM","A49.01","Methicillin susceptible Staphylococcus aureus infection, unspecified site"
641,"amikacin","ICD10CM","A49.8","Other bacterial infections of unspecified site"
641,"amikacin","ICD10CM","A49.9","Bacterial infection, unspecified"
641,"amikacin","ICD10CM","A58","Granuloma inguinale"
641,"amikacin","ICD10CM","B95.62","Methicillin resistant Staphylococcus aureus infection as the cause of diseases classified elsewhere"
